epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,263.134,0.99859,0.50788,1.21026,0.99831,1,0.995,0.8354,0.3273,0.79658,0.45273,0.0017063,0.0017063,0.0017063
91,265.929,0.97139,0.50024,1.19954,0.99928,1,0.995,0.84531,0.33295,2.34436,0.46033,0.001703,0.001703,0.001703
92,268.746,0.99035,0.52881,1.21604,0.99976,1,0.995,0.58002,0.78734,0.69511,0.65836,0.0016997,0.0016997,0.0016997
93,271.726,1.06114,0.5166,1.24577,0.99471,1,0.99488,0.85468,0.31754,3.71292,0.47722,0.0016964,0.0016964,0.0016964
94,274.875,1.09044,0.53457,1.28284,0.99974,1,0.995,0.65064,0.66642,0.5253,0.59533,0.0016931,0.0016931,0.0016931
95,277.808,1.06398,0.5336,1.24741,0.97825,1,0.9906,0.81904,0.35596,6.9742,0.4739,0.0016898,0.0016898,0.0016898
96,280.669,0.98006,0.50115,1.1983,0.99761,1,0.995,0.68959,0.58746,4.54112,0.55519,0.0016865,0.0016865,0.0016865
97,283.511,0.95229,0.50652,1.2001,0.99919,1,0.995,0.47874,0.98254,1.21379,0.79109,0.0016832,0.0016832,0.0016832
98,286.407,0.96035,0.49382,1.19144,0.9994,1,0.995,0.76596,0.46251,0.48578,0.5023,0.0016799,0.0016799,0.0016799
99,289.277,0.94413,0.48038,1.18183,0.99891,1,0.995,0.80991,0.38941,1.35125,0.47011,0.0016766,0.0016766,0.0016766
100,292.219,0.94852,0.48958,1.17573,0.99947,1,0.995,0.50692,0.93179,1.44675,0.75231,0.0016733,0.0016733,0.0016733
101,295.15,0.95067,0.48541,1.17777,0.99926,1,0.995,0.49452,0.96211,0.87654,0.78577,0.00167,0.00167,0.00167
102,297.972,0.95586,0.49257,1.1864,0.99946,1,0.995,0.50774,0.934,0.31487,0.7473,0.0016667,0.0016667,0.0016667
103,300.857,0.93901,0.48533,1.17702,0.99865,1,0.995,0.52518,0.87787,2.57699,0.72062,0.0016634,0.0016634,0.0016634
104,303.955,0.93997,0.48149,1.16866,0.9994,1,0.995,0.77027,0.46977,0.37229,0.49734,0.0016601,0.0016601,0.0016601
105,306.865,0.9138,0.47751,1.14974,0.9998,1,0.995,0.69692,0.58763,0.50173,0.54804,0.0016568,0.0016568,0.0016568
106,309.746,0.9257,0.47661,1.17058,0.9998,1,0.995,0.82005,0.34985,0.71517,0.46229,0.0016535,0.0016535,0.0016535
107,312.691,0.91045,0.47163,1.1589,0.99978,1,0.995,0.87015,0.28893,1.36887,0.44433,0.0016502,0.0016502,0.0016502
108,315.688,0.94727,0.48845,1.18537,0.99971,1,0.995,0.86329,0.29264,1.06648,0.43767,0.0016469,0.0016469,0.0016469
109,318.67,0.92148,0.46885,1.1674,0.99973,1,0.995,0.82406,0.35638,0.31396,0.45434,0.0016436,0.0016436,0.0016436
110,321.535,0.91687,0.47625,1.15779,0.99978,1,0.995,0.86212,0.30349,0.43949,0.44494,0.0016403,0.0016403,0.0016403
111,324.375,0.93891,0.48462,1.1683,0.98832,0.99277,0.99485,0.78679,0.39942,21.2577,0.48153,0.001637,0.001637,0.001637
112,327.224,0.95511,0.48521,1.18134,0.99815,0.99036,0.995,0.85044,0.31012,2.65042,0.45642,0.0016337,0.0016337,0.0016337
113,330.083,0.9081,0.47567,1.15198,0.99947,1,0.995,0.63078,0.70797,1.17576,0.60517,0.0016304,0.0016304,0.0016304
114,332.904,0.90378,0.4641,1.15474,0.99626,1,0.995,0.85651,0.30555,1.50988,0.45402,0.0016271,0.0016271,0.0016271
115,335.743,0.88483,0.45219,1.13937,0.99946,1,0.995,0.82781,0.36184,0.48865,0.46759,0.0016238,0.0016238,0.0016238
116,338.606,0.91801,0.46773,1.14936,0.9997,1,0.995,0.85344,0.30611,0.96256,0.45144,0.0016205,0.0016205,0.0016205
117,341.728,0.97227,0.4835,1.19025,0.99973,1,0.995,0.65106,0.65922,0.5326,0.58112,0.0016172,0.0016172,0.0016172
118,344.662,0.96462,0.4826,1.1933,0.99914,1,0.995,0.82301,0.34699,0.94686,0.45337,0.0016139,0.0016139,0.0016139
119,347.657,0.9054,0.46995,1.15779,0.99692,0.99277,0.995,0.84345,0.34197,1.98047,0.46564,0.0016106,0.0016106,0.0016106
120,350.513,0.95415,0.48186,1.17702,0.99792,1,0.995,0.80852,0.3794,3.66801,0.46233,0.0016073,0.0016073,0.0016073
121,353.225,0.94417,0.47488,1.17208,0.99949,1,0.995,0.73759,0.49304,1.46067,0.50014,0.001604,0.001604,0.001604
122,355.976,0.95467,0.47219,1.18252,0.99971,1,0.995,0.71337,0.56297,0.42223,0.52163,0.0016007,0.0016007,0.0016007
123,358.957,0.89953,0.45792,1.14523,0.99699,1,0.995,0.75473,0.47502,4.07868,0.49476,0.0015974,0.0015974,0.0015974
124,361.76,0.9228,0.47069,1.15622,0.99947,1,0.995,0.64703,0.69755,0.7065,0.5889,0.0015941,0.0015941,0.0015941
125,364.544,0.93041,0.46757,1.17394,0.99991,1,0.995,0.56407,0.85776,0.29382,0.6934,0.0015908,0.0015908,0.0015908
126,367.304,0.89787,0.46154,1.14512,0.99985,1,0.995,0.64986,0.68333,0.32009,0.60458,0.0015875,0.0015875,0.0015875
127,370.113,0.90604,0.46951,1.14989,0.99979,1,0.995,0.85107,0.32794,0.49732,0.44584,0.0015842,0.0015842,0.0015842
128,372.963,0.90952,0.47172,1.15143,0.9996,1,0.995,0.82545,0.34858,2.1045,0.45617,0.0015809,0.0015809,0.0015809
129,375.794,0.90077,0.47412,1.14823,0.99977,1,0.995,0.66546,0.64419,1.01416,0.58024,0.0015776,0.0015776,0.0015776
130,378.584,0.89918,0.46046,1.1486,1,0.99998,0.995,0.88586,0.27713,0.41304,0.44426,0.0015743,0.0015743,0.0015743
131,381.419,0.92244,0.478,1.16305,0.99962,1,0.995,0.80943,0.38606,0.46351,0.46894,0.001571,0.001571,0.001571
132,384.214,0.86296,0.4463,1.12759,0.99943,1,0.995,0.79847,0.40579,1.20497,0.4765,0.0015677,0.0015677,0.0015677
133,387.008,0.86346,0.44354,1.12931,0.99974,1,0.995,0.81209,0.3722,1.43095,0.46329,0.0015644,0.0015644,0.0015644
134,389.851,0.89645,0.4557,1.158,0.99958,1,0.995,0.85307,0.31151,2.40105,0.44191,0.0015611,0.0015611,0.0015611
135,392.64,0.90739,0.44663,1.15894,0.99976,1,0.995,0.80362,0.39017,1.20161,0.46586,0.0015578,0.0015578,0.0015578
136,395.44,0.87517,0.45347,1.14196,0.99976,1,0.995,0.8698,0.2851,0.76194,0.43553,0.0015545,0.0015545,0.0015545
137,398.287,0.88292,0.44912,1.15059,0.99972,1,0.995,0.73584,0.51692,1.85059,0.51581,0.0015512,0.0015512,0.0015512
138,401.022,0.89295,0.45176,1.14712,0.9996,1,0.995,0.78235,0.4343,1.34244,0.47993,0.0015479,0.0015479,0.0015479
139,403.843,0.86882,0.43777,1.12992,0.99966,1,0.995,0.80195,0.40247,1.34338,0.47113,0.0015446,0.0015446,0.0015446
140,406.615,0.89616,0.44768,1.1478,0.99966,1,0.995,0.85025,0.3196,1.3524,0.44246,0.0015413,0.0015413,0.0015413
141,409.532,0.89705,0.44867,1.14524,0.99964,1,0.995,0.81038,0.38794,0.86219,0.46349,0.001538,0.001538,0.001538
142,412.304,0.8877,0.45538,1.1469,0.99891,1,0.995,0.8561,0.29084,1.31858,0.43875,0.0015347,0.0015347,0.0015347
143,415.169,0.92527,0.46154,1.16523,0.99943,1,0.995,0.87293,0.27331,1.48613,0.43138,0.0015314,0.0015314,0.0015314
144,417.916,0.8616,0.44056,1.12736,0.99976,1,0.995,0.67561,0.61117,1.70749,0.53583,0.0015281,0.0015281,0.0015281
145,420.774,0.86684,0.43849,1.1293,0.99943,1,0.995,0.78968,0.41691,0.32795,0.46729,0.0015248,0.0015248,0.0015248
146,423.675,0.90254,0.4623,1.1479,0.99956,1,0.995,0.77804,0.44482,0.23861,0.47898,0.0015215,0.0015215,0.0015215
147,426.535,0.8795,0.44706,1.1339,0.99976,1,0.995,0.65756,0.66882,0.31776,0.57222,0.0015182,0.0015182,0.0015182
148,429.427,0.93233,0.45019,1.16198,0.99932,1,0.995,0.79842,0.39287,0.80968,0.47168,0.0015149,0.0015149,0.0015149
149,432.324,0.96052,0.4741,1.19635,0.99965,1,0.995,0.86007,0.29947,1.08122,0.44091,0.0015116,0.0015116,0.0015116
150,435.128,0.97931,0.48325,1.20703,0.99959,1,0.995,0.81969,0.35739,0.73667,0.45324,0.0015083,0.0015083,0.0015083
151,438.087,0.87329,0.44503,1.13132,0.99975,1,0.995,0.82684,0.35443,1.13294,0.45537,0.001505,0.001505,0.001505
152,440.92,0.93611,0.46079,1.17114,0.99973,1,0.995,0.57782,0.79278,1.28871,0.63571,0.0015017,0.0015017,0.0015017
153,443.66,0.91285,0.45896,1.15219,0.9998,1,0.995,0.84817,0.32229,0.45818,0.44628,0.0014984,0.0014984,0.0014984
154,446.423,0.89781,0.45721,1.1509,0.99953,1,0.995,0.87612,0.2741,0.33339,0.42892,0.0014951,0.0014951,0.0014951
155,449.231,0.86425,0.43584,1.1275,0.99913,1,0.995,0.74131,0.51976,0.38155,0.5089,0.0014918,0.0014918,0.0014918
156,452.059,0.82259,0.42165,1.10887,0.99978,1,0.995,0.78913,0.43943,0.21358,0.47462,0.0014885,0.0014885,0.0014885
157,454.811,0.83988,0.42614,1.11869,0.99967,1,0.995,0.71981,0.53124,0.68919,0.51442,0.0014852,0.0014852,0.0014852
158,457.669,0.87515,0.43498,1.12559,0.99932,1,0.995,0.8268,0.34169,1.42301,0.44669,0.0014819,0.0014819,0.0014819
159,460.582,0.91029,0.44676,1.15283,0.99971,1,0.995,0.85869,0.30037,0.58825,0.43469,0.0014786,0.0014786,0.0014786
160,463.352,0.85472,0.42805,1.11425,0.99978,1,0.995,0.73316,0.52552,0.80173,0.51572,0.0014753,0.0014753,0.0014753
161,466.266,0.87582,0.44293,1.13571,0.99976,1,0.995,0.83366,0.34561,1.24334,0.44847,0.001472,0.001472,0.001472
162,469.087,0.87118,0.44478,1.13647,0.99983,1,0.995,0.88298,0.26799,0.78482,0.42924,0.0014687,0.0014687,0.0014687
163,471.874,0.84815,0.42453,1.11559,0.99977,1,0.995,0.8385,0.3361,1.60509,0.44222,0.0014654,0.0014654,0.0014654
164,474.703,0.86139,0.4379,1.1269,0.99942,1,0.995,0.77735,0.44434,2.58666,0.47384,0.0014621,0.0014621,0.0014621
165,477.528,0.87355,0.44531,1.1287,0.99956,1,0.995,0.81192,0.40114,0.38081,0.45908,0.0014588,0.0014588,0.0014588
166,480.29,0.86052,0.4385,1.11866,0.99985,1,0.995,0.80385,0.42166,0.20177,0.46719,0.0014555,0.0014555,0.0014555
167,483.064,0.85156,0.43616,1.11726,0.9998,1,0.995,0.87635,0.27704,0.46242,0.43061,0.0014522,0.0014522,0.0014522
168,485.849,0.84883,0.43206,1.1187,0.99972,1,0.995,0.86973,0.28676,0.27456,0.42888,0.0014489,0.0014489,0.0014489
169,488.663,0.85379,0.43754,1.12746,0.99968,1,0.995,0.85046,0.30957,0.4202,0.4321,0.0014456,0.0014456,0.0014456
170,491.499,0.8693,0.44649,1.13598,0.99947,1,0.995,0.86384,0.28837,0.42752,0.42866,0.0014423,0.0014423,0.0014423
171,494.315,0.8601,0.43148,1.12527,0.99971,1,0.995,0.79678,0.40153,0.59729,0.45939,0.001439,0.001439,0.001439
172,497.177,0.84623,0.42928,1.11033,0.99981,1,0.995,0.81763,0.36633,0.2453,0.44716,0.0014357,0.0014357,0.0014357
173,500.055,0.84818,0.42401,1.11129,0.99976,1,0.995,0.87106,0.28276,0.23039,0.42549,0.0014324,0.0014324,0.0014324
174,503.242,0.82895,0.43064,1.11688,0.99983,1,0.995,0.87586,0.2821,0.24682,0.42273,0.0014291,0.0014291,0.0014291
175,506.1,0.87148,0.43323,1.12556,0.99964,1,0.995,0.80218,0.41335,0.61021,0.45897,0.0014258,0.0014258,0.0014258
176,509.054,0.85194,0.42615,1.11389,0.99927,1,0.995,0.81253,0.39383,2.18394,0.45787,0.0014225,0.0014225,0.0014225
177,511.926,0.88283,0.43487,1.13076,0.99976,1,0.995,0.77408,0.45789,0.24646,0.48577,0.0014192,0.0014192,0.0014192
178,514.857,0.90587,0.44278,1.14626,0.99967,1,0.995,0.84392,0.32547,0.23674,0.44434,0.0014159,0.0014159,0.0014159
179,517.693,0.85269,0.42908,1.11799,0.99861,1,0.995,0.86288,0.28397,0.27996,0.43655,0.0014126,0.0014126,0.0014126
180,520.509,0.84437,0.419,1.10984,0.9998,1,0.995,0.81567,0.38897,0.19942,0.45704,0.0014093,0.0014093,0.0014093
