epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,1918.96,1.13415,0.5586,1.34024,0.98557,0.98554,0.99478,0.57861,0.77894,7.32831,0.6989,0.0018119,0.0018119,0.0018119
59,1940.8,1.13402,0.55742,1.34594,0.99759,0.99791,0.995,0.54835,0.79888,2.64161,0.70993,0.0018086,0.0018086,0.0018086
60,1976.26,1.1346,0.57197,1.34614,0.98529,0.99759,0.99388,0.43341,1.01765,5.49208,0.84285,0.0018053,0.0018053,0.0018053
61,2008.81,1.14558,0.56682,1.35099,0.99535,0.99759,0.99481,0.49874,0.922,5.00644,0.79153,0.001802,0.001802,0.001802
62,2037.68,1.12203,0.56441,1.32672,0.99733,1,0.995,0.59676,0.72302,3.76005,0.66879,0.0017987,0.0017987,0.0017987
63,2067.45,1.13343,0.56789,1.33515,0.99687,0.99518,0.995,0.36352,1.19731,11.8562,0.96483,0.0017954,0.0017954,0.0017954
64,2103.89,1.08596,0.55862,1.3163,0.99759,0.99705,0.995,0.58426,0.8063,3.79481,0.7025,0.0017921,0.0017921,0.0017921
65,2133.85,1.08534,0.55411,1.30542,0.99765,1,0.995,0.61218,0.74158,2.13205,0.68325,0.0017888,0.0017888,0.0017888
66,2164.72,1.09462,0.54477,1.3125,0.99031,0.98505,0.99449,0.78174,0.43761,0.59214,0.54738,0.0017855,0.0017855,0.0017855
67,2195.97,1.09493,0.54298,1.3184,0.97594,0.97754,0.99268,0.52753,0.85257,4.38363,0.7493,0.0017822,0.0017822,0.0017822
68,2216.7,1.07099,0.53647,1.29025,0.96654,0.97459,0.99237,0.57002,0.81407,1.15717,0.69793,0.0017789,0.0017789,0.0017789
69,2248.91,1.12274,0.54029,1.32526,0.9952,0.99816,0.995,0.42657,1.099,8.12956,0.93408,0.0017756,0.0017756,0.0017756
70,2282.74,1.08444,0.53517,1.30217,0.99941,1,0.995,0.49101,0.98306,4.42942,0.7845,0.0017723,0.0017723,0.0017723
71,2304.3,1.04128,0.53303,1.26816,0.99368,0.99759,0.99498,0.70871,0.50421,4.3676,0.55667,0.001769,0.001769,0.001769
72,2336.02,1.04397,0.51543,1.2691,0.99758,0.99402,0.995,0.77901,0.43656,2.10663,0.52324,0.0017657,0.0017657,0.0017657
73,2363.68,1.0712,0.52535,1.29096,0.99169,0.99277,0.99383,0.49996,0.88657,0.93686,0.77145,0.0017624,0.0017624,0.0017624
74,2396.54,1.04914,0.51083,1.28605,0.96889,0.97567,0.9918,0.76964,0.42565,0.80537,0.53995,0.0017591,0.0017591,0.0017591
75,2422.25,1.01973,0.50211,1.27015,0.97025,0.99036,0.99413,0.7267,0.47649,2.62146,0.55622,0.0017558,0.0017558,0.0017558
76,2452.49,1.08058,0.52459,1.31585,0.96814,0.98795,0.99336,0.7998,0.39304,1.32753,0.5532,0.0017525,0.0017525,0.0017525
77,2476.98,1.07048,0.52198,1.3062,0.9923,0.99759,0.99498,0.7027,0.57752,2.30244,0.59924,0.0017492,0.0017492,0.0017492
78,2510.03,1.10139,0.54111,1.33089,0.9976,0.99996,0.995,0.43087,1.07652,2.48803,0.93024,0.0017459,0.0017459,0.0017459
79,2544.76,1.05061,0.50267,1.29124,1,0.99725,0.995,0.59252,0.79336,2.44457,0.70889,0.0017426,0.0017426,0.0017426
80,2575.25,1.13943,0.53187,1.36414,0.98571,0.9972,0.99483,0.83635,0.33617,0.29492,0.5094,0.0017393,0.0017393,0.0017393
81,2596.11,1.06181,0.52525,1.28758,0.9825,0.99277,0.99481,0.67655,0.57345,1.89608,0.60486,0.001736,0.001736,0.001736
82,2629.37,1.07701,0.52149,1.30691,0.97973,0.98554,0.99427,0.7856,0.46169,0.94917,0.55885,0.0017327,0.0017327,0.0017327
83,2650.89,1.02963,0.51277,1.27686,0.99862,0.99759,0.995,0.61596,0.64334,2.20365,0.63969,0.0017294,0.0017294,0.0017294
84,2673.74,1.03678,0.51511,1.27743,0.99978,1,0.995,0.59909,0.70087,1.50027,0.667,0.0017261,0.0017261,0.0017261
85,2708.73,1.04326,0.50207,1.27631,0.99897,0.99759,0.995,0.71955,0.52605,1.29869,0.56715,0.0017228,0.0017228,0.0017228
86,2731.45,1.0005,0.48679,1.24513,0.99883,0.99759,0.995,0.6882,0.59338,0.97778,0.59085,0.0017195,0.0017195,0.0017195
87,2762.04,1.01334,0.49572,1.25588,0.99808,0.99759,0.995,0.64007,0.69637,1.02606,0.63855,0.0017162,0.0017162,0.0017162
88,2795.5,1.01809,0.49242,1.26368,0.99728,1,0.995,0.61864,0.75812,4.12434,0.67515,0.0017129,0.0017129,0.0017129
89,2818.05,1.03518,0.52801,1.28363,0.99958,1,0.995,0.62992,0.71537,2.79692,0.66538,0.0017096,0.0017096,0.0017096
90,2839.6,1.03185,0.4903,1.26879,1,0.99973,0.995,0.79917,0.38197,0.88177,0.51263,0.0017063,0.0017063,0.0017063
91,2871.37,1.01009,0.48331,1.25746,0.99576,0.99759,0.99498,0.78448,0.38282,2.26659,0.5121,0.001703,0.001703,0.001703
