epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,53.135,0.49468,0.44252,0.87545,0.99984,1,0.995,0.91873,0.40493,0.39615,0.78133,0.0011486,0.0011486,0.0011486
45,54.1826,0.46576,0.44765,0.87779,0.99984,1,0.995,0.9145,0.42011,0.38533,0.78431,0.0011288,0.0011288,0.0011288
46,55.1678,0.50278,0.44512,0.88166,0.99984,1,0.995,0.91892,0.41231,0.38463,0.78597,0.001109,0.001109,0.001109
47,56.2142,0.50523,0.43976,0.88336,0.99986,1,0.995,0.90679,0.4148,0.38046,0.79434,0.0010892,0.0010892,0.0010892
48,57.4365,0.45883,0.43193,0.86795,0.99986,1,0.995,0.90696,0.42702,0.37883,0.80182,0.0010694,0.0010694,0.0010694
49,58.4939,0.4882,0.42436,0.88108,0.99986,1,0.995,0.92804,0.37921,0.36816,0.78973,0.0010496,0.0010496,0.0010496
50,59.5453,0.45632,0.4355,0.86049,0.99986,1,0.995,0.92265,0.38666,0.35976,0.78627,0.0010298,0.0010298,0.0010298
51,60.5982,0.46741,0.43303,0.86488,0.99985,1,0.995,0.93063,0.35883,0.35758,0.77632,0.00101,0.00101,0.00101
52,61.6739,0.45187,0.43342,0.85515,0.99985,1,0.995,0.91917,0.38808,0.36217,0.78022,0.0009902,0.0009902,0.0009902
53,62.7453,0.46049,0.42164,0.86964,0.99984,1,0.995,0.91234,0.40765,0.36589,0.78279,0.0009704,0.0009704,0.0009704
54,63.869,0.46121,0.41557,0.85851,0.99985,1,0.995,0.90375,0.41768,0.36482,0.78464,0.0009506,0.0009506,0.0009506
55,65.0165,0.46271,0.41208,0.86301,0.99985,1,0.995,0.93269,0.3592,0.34529,0.77539,0.0009308,0.0009308,0.0009308
56,66.1882,0.45443,0.3967,0.85739,0.99986,1,0.995,0.93157,0.37252,0.34351,0.77934,0.000911,0.000911,0.000911
57,67.5556,0.44028,0.39191,0.86758,0.99986,1,0.995,0.93154,0.36701,0.33704,0.7786,0.0008912,0.0008912,0.0008912
58,68.6774,0.45118,0.4054,0.87399,0.99984,1,0.995,0.9385,0.3506,0.3312,0.77563,0.0008714,0.0008714,0.0008714
59,69.7402,0.43352,0.40774,0.86476,0.99985,1,0.995,0.92936,0.38305,0.33264,0.78485,0.0008516,0.0008516,0.0008516
60,70.8121,0.43556,0.40436,0.86467,0.99986,1,0.995,0.93959,0.34441,0.32449,0.77858,0.0008318,0.0008318,0.0008318
61,71.8174,0.43269,0.3933,0.86428,0.99987,1,0.995,0.94255,0.34925,0.32245,0.78079,0.000812,0.000812,0.000812
62,72.8467,0.41812,0.38593,0.84512,0.99985,1,0.995,0.91656,0.39019,0.32824,0.79077,0.0007922,0.0007922,0.0007922
63,73.9173,0.42417,0.3753,0.84808,0.99986,1,0.995,0.93223,0.35208,0.32761,0.77894,0.0007724,0.0007724,0.0007724
64,74.9123,0.43425,0.38997,0.85088,0.99986,1,0.995,0.93914,0.35365,0.33344,0.77414,0.0007526,0.0007526,0.0007526
65,75.9265,0.44159,0.40594,0.85361,0.99986,1,0.995,0.94486,0.33811,0.33335,0.77161,0.0007328,0.0007328,0.0007328
66,76.9974,0.43766,0.38793,0.84356,0.99986,1,0.995,0.93401,0.37381,0.33791,0.78051,0.000713,0.000713,0.000713
67,78.0293,0.4404,0.38656,0.86813,0.99986,1,0.995,0.92766,0.3748,0.33223,0.78,0.0006932,0.0006932,0.0006932
68,79.1929,0.43602,0.3944,0.86135,0.99986,1,0.995,0.93557,0.34936,0.3209,0.77284,0.0006734,0.0006734,0.0006734
69,80.2256,0.42346,0.37206,0.85091,0.99987,1,0.995,0.93227,0.35362,0.32212,0.77398,0.0006536,0.0006536,0.0006536
70,81.2561,0.40593,0.37575,0.84744,0.99986,1,0.995,0.94052,0.33867,0.31851,0.77602,0.0006338,0.0006338,0.0006338
71,82.359,0.4117,0.3785,0.85725,0.99985,1,0.995,0.93938,0.34468,0.31933,0.77941,0.000614,0.000614,0.000614
72,83.5496,0.40344,0.37019,0.84614,0.99985,1,0.995,0.94564,0.33981,0.31975,0.77695,0.0005942,0.0005942,0.0005942
73,84.6298,0.38695,0.38049,0.83797,0.99986,1,0.995,0.94213,0.33212,0.31163,0.77462,0.0005744,0.0005744,0.0005744
74,85.6958,0.40467,0.37129,0.83421,0.99986,1,0.995,0.94489,0.33339,0.3106,0.77561,0.0005546,0.0005546,0.0005546
75,86.7057,0.39724,0.36239,0.83959,0.99986,1,0.995,0.94366,0.32738,0.2991,0.77239,0.0005348,0.0005348,0.0005348
76,87.8423,0.40675,0.3741,0.85306,0.99986,1,0.995,0.94421,0.32862,0.2937,0.77123,0.000515,0.000515,0.000515
77,88.8788,0.39471,0.37031,0.8471,0.99986,1,0.995,0.94653,0.32327,0.29328,0.7697,0.0004952,0.0004952,0.0004952
78,90.0319,0.39812,0.35353,0.84872,0.99986,1,0.995,0.94509,0.33747,0.29558,0.77228,0.0004754,0.0004754,0.0004754
79,91.0427,0.39799,0.37229,0.85411,0.99987,1,0.995,0.94568,0.33291,0.29113,0.77077,0.0004556,0.0004556,0.0004556
80,92.0745,0.39783,0.35842,0.85259,0.99986,1,0.995,0.94337,0.32395,0.28579,0.76927,0.0004358,0.0004358,0.0004358
81,93.1239,0.39294,0.36083,0.8463,0.99985,1,0.995,0.941,0.3324,0.28562,0.77166,0.000416,0.000416,0.000416
82,94.1498,0.40239,0.35488,0.85575,0.99986,1,0.995,0.94412,0.32077,0.28499,0.77184,0.0003962,0.0003962,0.0003962
83,95.1981,0.37455,0.34475,0.84301,0.99987,1,0.995,0.94617,0.31415,0.28906,0.77228,0.0003764,0.0003764,0.0003764
84,96.2024,0.38463,0.35415,0.84168,0.99986,1,0.995,0.94847,0.31758,0.28914,0.77362,0.0003566,0.0003566,0.0003566
85,97.2533,0.38813,0.35676,0.84124,0.99986,1,0.995,0.94894,0.32081,0.28838,0.77503,0.0003368,0.0003368,0.0003368
86,98.327,0.39836,0.35056,0.85984,0.99986,1,0.995,0.94689,0.32335,0.28681,0.77505,0.000317,0.000317,0.000317
87,99.5592,0.37652,0.34689,0.8421,0.99986,1,0.995,0.94792,0.31757,0.28396,0.77269,0.0002972,0.0002972,0.0002972
88,100.986,0.37381,0.35339,0.83236,0.99986,1,0.995,0.94911,0.31932,0.28368,0.77291,0.0002774,0.0002774,0.0002774
89,102.189,0.37807,0.34939,0.8363,0.99986,1,0.995,0.94955,0.31936,0.28454,0.77254,0.0002576,0.0002576,0.0002576
90,103.235,0.38143,0.35413,0.84989,0.99986,1,0.995,0.9523,0.3104,0.28194,0.77121,0.0002378,0.0002378,0.0002378
91,125.462,0.36607,0.39118,0.82871,0.99987,1,0.995,0.95361,0.30914,0.27925,0.77049,0.000218,0.000218,0.000218
92,126.524,0.35019,0.36707,0.80925,0.99987,1,0.995,0.95145,0.31732,0.2791,0.76989,0.0001982,0.0001982,0.0001982
93,127.616,0.34929,0.35821,0.81516,0.99987,1,0.995,0.94909,0.31923,0.28089,0.76905,0.0001784,0.0001784,0.0001784
94,128.699,0.34613,0.34041,0.80681,0.99987,1,0.995,0.95287,0.31221,0.28124,0.76734,0.0001586,0.0001586,0.0001586
95,129.716,0.33609,0.34151,0.80785,0.99987,1,0.995,0.95325,0.31126,0.28529,0.7681,0.0001388,0.0001388,0.0001388
96,130.841,0.33587,0.32931,0.80058,0.99987,1,0.995,0.94968,0.31727,0.28926,0.76939,0.000119,0.000119,0.000119
97,132.177,0.33393,0.32973,0.80964,0.99986,1,0.995,0.95018,0.31865,0.29132,0.76995,9.92e-05,9.92e-05,9.92e-05
98,133.224,0.33378,0.32664,0.81488,0.99986,1,0.995,0.94963,0.31505,0.2914,0.76958,7.94e-05,7.94e-05,7.94e-05
99,134.221,0.33709,0.33115,0.8069,0.99986,1,0.995,0.95157,0.31185,0.28802,0.76854,5.96e-05,5.96e-05,5.96e-05
100,135.149,0.33466,0.34018,0.80938,0.99986,1,0.995,0.95288,0.31078,0.2857,0.76815,3.98e-05,3.98e-05,3.98e-05
