epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,50.6296,0.49787,0.44149,0.88778,0.99983,1,0.995,0.91311,0.42208,0.40099,0.79139,0.0011684,0.0011684,0.0011684
44,51.7541,0.48288,0.44711,0.87395,0.99981,1,0.995,0.92532,0.40111,0.4006,0.78555,0.0011486,0.0011486,0.0011486
45,52.9269,0.51311,0.44639,0.89103,0.99985,1,0.995,0.92295,0.39178,0.38589,0.78701,0.0011288,0.0011288,0.0011288
46,54.0995,0.46517,0.41465,0.86517,0.99987,1,0.995,0.91276,0.41235,0.38268,0.7929,0.001109,0.001109,0.001109
47,55.3787,0.46544,0.45685,0.86309,0.99986,1,0.995,0.91609,0.41073,0.37768,0.79839,0.0010892,0.0010892,0.0010892
48,56.5122,0.46897,0.44521,0.87057,0.99985,1,0.995,0.9282,0.37983,0.36832,0.78685,0.0010694,0.0010694,0.0010694
49,57.6548,0.45604,0.42662,0.87746,0.99989,1,0.995,0.91985,0.41317,0.3759,0.78672,0.0010496,0.0010496,0.0010496
50,58.7312,0.49127,0.41893,0.87125,0.99989,1,0.995,0.92551,0.39089,0.36818,0.78386,0.0010298,0.0010298,0.0010298
51,59.7286,0.43861,0.41098,0.8566,0.99987,1,0.995,0.9124,0.42101,0.36461,0.79267,0.00101,0.00101,0.00101
52,60.8657,0.47848,0.41284,0.87168,0.99986,1,0.995,0.91807,0.39892,0.3521,0.78776,0.0009902,0.0009902,0.0009902
53,61.8799,0.46423,0.41257,0.87006,0.99988,1,0.995,0.92423,0.38759,0.34853,0.78007,0.0009704,0.0009704,0.0009704
54,63.0672,0.4392,0.39669,0.861,0.99985,1,0.995,0.92191,0.39602,0.33889,0.78233,0.0009506,0.0009506,0.0009506
55,64.0861,0.45064,0.40287,0.87318,0.99986,1,0.995,0.92998,0.37931,0.34426,0.78578,0.0009308,0.0009308,0.0009308
56,65.1899,0.44608,0.40701,0.85942,0.99986,1,0.995,0.92425,0.40373,0.36027,0.79353,0.000911,0.000911,0.000911
57,66.3477,0.44271,0.39291,0.86633,0.99985,1,0.995,0.93066,0.38133,0.34643,0.78725,0.0008912,0.0008912,0.0008912
58,67.6057,0.43275,0.38589,0.85208,0.99987,1,0.995,0.93447,0.35848,0.3344,0.78251,0.0008714,0.0008714,0.0008714
59,68.9051,0.4312,0.38995,0.85852,0.99987,1,0.995,0.93747,0.35103,0.34363,0.78027,0.0008516,0.0008516,0.0008516
60,70.1009,0.41967,0.37243,0.85113,0.99987,1,0.995,0.93201,0.35862,0.34655,0.78643,0.0008318,0.0008318,0.0008318
61,71.2749,0.42722,0.38483,0.86049,0.99987,1,0.995,0.93508,0.35612,0.3418,0.78706,0.000812,0.000812,0.000812
62,72.2812,0.42996,0.38731,0.86073,0.99987,1,0.995,0.94056,0.34214,0.33913,0.77907,0.0007922,0.0007922,0.0007922
63,73.4128,0.44731,0.38573,0.85558,0.99986,1,0.995,0.93484,0.35046,0.3376,0.7795,0.0007724,0.0007724,0.0007724
64,74.537,0.4504,0.39226,0.86884,0.99986,1,0.995,0.93724,0.35259,0.32387,0.78452,0.0007526,0.0007526,0.0007526
65,75.5927,0.41736,0.37902,0.85859,0.99986,1,0.995,0.93404,0.35103,0.32305,0.78565,0.0007328,0.0007328,0.0007328
66,76.6625,0.42612,0.38141,0.85525,0.99986,1,0.995,0.93598,0.34313,0.3238,0.78339,0.000713,0.000713,0.000713
67,77.7494,0.41691,0.38908,0.85342,0.99986,1,0.995,0.93333,0.36544,0.32292,0.78698,0.0006932,0.0006932,0.0006932
68,78.8443,0.4256,0.37966,0.85568,0.99985,1,0.995,0.93538,0.35511,0.32091,0.784,0.0006734,0.0006734,0.0006734
69,79.8389,0.40948,0.38618,0.84557,0.99986,1,0.995,0.93091,0.35514,0.3229,0.78326,0.0006536,0.0006536,0.0006536
70,80.9711,0.42652,0.37197,0.85917,0.99986,1,0.995,0.93623,0.35687,0.32232,0.78242,0.0006338,0.0006338,0.0006338
71,82.2378,0.43065,0.38756,0.85688,0.99986,1,0.995,0.94232,0.33688,0.32103,0.77826,0.000614,0.000614,0.000614
72,83.5236,0.40269,0.36812,0.85543,0.99986,1,0.995,0.93781,0.34024,0.31314,0.77871,0.0005942,0.0005942,0.0005942
73,84.8669,0.40898,0.35765,0.85369,0.99987,1,0.995,0.94158,0.32628,0.30499,0.77674,0.0005744,0.0005744,0.0005744
74,86.0316,0.40451,0.35936,0.85192,0.99987,1,0.995,0.94186,0.32638,0.29942,0.77757,0.0005546,0.0005546,0.0005546
75,87.0639,0.39939,0.35155,0.8516,0.99987,1,0.995,0.93999,0.3422,0.29849,0.77995,0.0005348,0.0005348,0.0005348
76,88.0791,0.40698,0.3673,0.84544,0.99987,1,0.995,0.94149,0.34908,0.29811,0.78096,0.000515,0.000515,0.000515
77,89.1793,0.40409,0.37048,0.85381,0.99987,1,0.995,0.94574,0.33896,0.29525,0.77828,0.0004952,0.0004952,0.0004952
78,90.2847,0.39358,0.35096,0.84493,0.99987,1,0.995,0.94064,0.34491,0.29564,0.77854,0.0004754,0.0004754,0.0004754
79,91.34,0.39026,0.34168,0.84122,0.99987,1,0.995,0.94394,0.34105,0.29702,0.77832,0.0004556,0.0004556,0.0004556
80,92.4257,0.41448,0.36188,0.84876,0.99987,1,0.995,0.94456,0.33719,0.29526,0.7798,0.0004358,0.0004358,0.0004358
81,93.526,0.39303,0.35947,0.85257,0.99986,1,0.995,0.94691,0.33909,0.29238,0.78106,0.000416,0.000416,0.000416
82,94.6456,0.39177,0.34092,0.85041,0.99987,1,0.995,0.94883,0.33089,0.28697,0.77769,0.0003962,0.0003962,0.0003962
83,95.6822,0.39745,0.35009,0.83842,0.99986,1,0.995,0.94888,0.3283,0.28893,0.77531,0.0003764,0.0003764,0.0003764
84,96.7766,0.38944,0.34579,0.85166,0.99986,1,0.995,0.95017,0.3168,0.28445,0.77429,0.0003566,0.0003566,0.0003566
85,97.8123,0.39529,0.34895,0.85075,0.99986,1,0.995,0.94969,0.31586,0.2848,0.7761,0.0003368,0.0003368,0.0003368
86,98.8468,0.38996,0.35686,0.85572,0.99987,1,0.995,0.94652,0.31865,0.29238,0.77807,0.000317,0.000317,0.000317
87,99.9724,0.36748,0.35089,0.84285,0.99986,1,0.995,0.9484,0.31253,0.28808,0.77753,0.0002972,0.0002972,0.0002972
88,101.067,0.38103,0.33852,0.84696,0.99986,1,0.995,0.94872,0.31607,0.28551,0.77932,0.0002774,0.0002774,0.0002774
89,102.255,0.3869,0.34147,0.85232,0.99986,1,0.995,0.95125,0.31146,0.2848,0.77738,0.0002576,0.0002576,0.0002576
90,103.53,0.39527,0.35214,0.85743,0.99986,1,0.995,0.95104,0.31005,0.28349,0.77496,0.0002378,0.0002378,0.0002378
91,132.551,0.362,0.39413,0.82081,0.99986,1,0.995,0.94567,0.31692,0.28566,0.77307,0.000218,0.000218,0.000218
92,133.716,0.35151,0.38666,0.81438,0.99987,1,0.995,0.9469,0.32526,0.28917,0.77171,0.0001982,0.0001982,0.0001982
93,134.83,0.35872,0.36168,0.81634,0.99987,1,0.995,0.94938,0.31996,0.28962,0.76967,0.0001784,0.0001784,0.0001784
94,136.16,0.34153,0.34523,0.81314,0.99987,1,0.995,0.94629,0.3185,0.29069,0.76891,0.0001586,0.0001586,0.0001586
95,137.398,0.33589,0.35273,0.8124,0.99986,1,0.995,0.9422,0.32502,0.29344,0.77018,0.0001388,0.0001388,0.0001388
96,138.682,0.34778,0.34808,0.81404,0.99987,1,0.995,0.9412,0.32685,0.29272,0.77111,0.000119,0.000119,0.000119
97,139.964,0.34331,0.33447,0.81416,0.99987,1,0.995,0.94431,0.31995,0.29021,0.7706,9.92e-05,9.92e-05,9.92e-05
98,141.179,0.34163,0.33726,0.80768,0.99987,1,0.995,0.94753,0.31223,0.28356,0.7692,7.94e-05,7.94e-05,7.94e-05
99,142.348,0.32384,0.32078,0.80823,0.99987,1,0.995,0.94909,0.30801,0.27902,0.76895,5.96e-05,5.96e-05,5.96e-05
100,143.366,0.32001,0.30646,0.80714,0.99987,1,0.995,0.95169,0.30571,0.27653,0.76884,3.98e-05,3.98e-05,3.98e-05
