epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
114,2737.49,0.81617,0.40639,1.07448,0.99941,0.99766,0.995,0.72127,0.53854,0.65001,0.52152,0.0016271,0.0016271,0.0016271
115,2757.1,0.86884,0.4239,1.10971,0.9999,0.99766,0.995,0.84577,0.32976,0.48253,0.45296,0.0016238,0.0016238,0.0016238
116,2777.53,0.83955,0.44673,1.1007,0.99956,0.99766,0.995,0.77841,0.4363,0.3306,0.48467,0.0016205,0.0016205,0.0016205
117,2802.78,0.82667,0.40819,1.07987,0.99977,0.99766,0.995,0.77763,0.42688,0.26143,0.4917,0.0016172,0.0016172,0.0016172
118,2828.99,0.78163,0.39296,1.05776,0.99701,0.99766,0.99477,0.84741,0.32919,1.98308,0.45128,0.0016139,0.0016139,0.0016139
119,2851.07,0.81595,0.40874,1.07735,0.99766,0.99729,0.99486,0.86703,0.31409,0.83145,0.45361,0.0016106,0.0016106,0.0016106
120,2876.97,0.82575,0.41075,1.10088,0.99705,0.99766,0.99498,0.89171,0.2737,0.17301,0.438,0.0016073,0.0016073,0.0016073
121,2896.57,0.71781,8.21458,0.96922,0.99917,0.99766,0.995,0.88697,0.2736,0.16352,0.43354,0.001604,0.001604,0.001604
122,2919.93,0.91952,0.50508,1.18421,0.99876,0.99766,0.995,0.88127,0.26827,0.20741,0.43948,0.0016007,0.0016007,0.0016007
123,2946.79,0.76571,0.38602,1.05332,0.99798,0.99766,0.995,0.69277,0.60072,5.24681,0.54992,0.0015974,0.0015974,0.0015974
124,2973.22,0.8661,0.41518,1.10265,0.99765,0.99423,0.995,0.8624,0.30318,1.1948,0.44039,0.0015941,0.0015941,0.0015941
125,2992.57,0.87615,0.41904,1.10747,0.99763,0.98772,0.99488,0.86763,0.29071,0.1952,0.43369,0.0015908,0.0015908,0.0015908
126,3018.37,0.83158,0.40998,1.06453,0.98284,0.98595,0.99427,0.8612,0.30259,0.23405,0.44324,0.0015875,0.0015875,0.0015875
127,3041.7,0.8904,0.4214,1.14083,1,0.99714,0.995,0.87169,0.28558,1.92895,0.4319,0.0015842,0.0015842,0.0015842
128,3063.95,0.93122,0.42709,1.1363,0.99642,0.99766,0.995,0.82055,0.37187,5.72268,0.4518,0.0015809,0.0015809,0.0015809
129,3085.85,0.83772,0.41953,1.09858,0.99662,1,0.995,0.87789,0.27043,11.9152,0.43559,0.0015776,0.0015776,0.0015776
130,3111.04,0.83058,0.41999,1.09685,1,0.99989,0.995,0.77104,0.43804,1.21876,0.48099,0.0015743,0.0015743,0.0015743
131,3138.39,0.84878,0.41687,1.08688,0.99965,0.99766,0.995,0.74028,0.50257,0.23037,0.50099,0.001571,0.001571,0.001571
132,3159.86,0.85754,0.42448,1.11776,0.99978,0.99766,0.995,0.8159,0.38555,0.74809,0.45753,0.0015677,0.0015677,0.0015677
133,3182.16,0.83601,0.41875,1.09688,0.9988,0.99766,0.995,0.84303,0.33816,3.1306,0.44849,0.0015644,0.0015644,0.0015644
134,3206.87,0.77927,0.40235,1.06107,0.99936,0.99766,0.995,0.8808,0.27461,1.57632,0.43189,0.0015611,0.0015611,0.0015611
135,3219.15,0.84709,0.42518,1.10212,0.99952,0.99766,0.995,0.83273,0.35928,0.18176,0.44948,0.0015578,0.0015578,0.0015578
136,3237.78,0.85626,0.43052,1.07907,1,0.99727,0.995,0.74389,0.49651,0.26772,0.50995,0.0015545,0.0015545,0.0015545
137,3257.57,0.80127,0.40488,1.05802,0.9996,0.99766,0.995,0.69389,0.59422,0.27442,0.5473,0.0015512,0.0015512,0.0015512
138,3277.42,0.80103,0.41442,1.08061,0.99962,0.99766,0.995,0.79961,0.4281,0.18068,0.47825,0.0015479,0.0015479,0.0015479
139,3296.61,0.82291,0.41524,1.09077,1,0.99977,0.995,0.81977,0.38688,0.18321,0.45644,0.0015446,0.0015446,0.0015446
140,3316.64,0.7866,0.40213,1.05381,0.99108,0.99766,0.995,0.83506,0.33794,0.80921,0.44967,0.0015413,0.0015413,0.0015413
141,3339.57,0.83304,0.41686,1.09421,0.99177,0.99766,0.995,0.80272,0.39126,0.66619,0.4621,0.001538,0.001538,0.001538
142,3355.79,0.86274,0.42305,1.11235,0.99947,0.99766,0.995,0.82826,0.35272,0.26746,0.44976,0.0015347,0.0015347,0.0015347
143,3374.69,0.81372,0.4005,1.07357,1,0.99979,0.995,0.76271,0.48135,2.21851,0.49515,0.0015314,0.0015314,0.0015314
